categoria_reaccion,categoria_conducta,mensaje,predictions,probabilities
Responde,4,0.002915102472766951;-0.004481567370608863;-0.001553741659835805;0.0029444578169886245;0.002861600393423823;-0.0024467960372550504;-0.0032830061229937478;-0.012158060129999565;0.013105748223092404;0.001474523503571381;0.004732080977413638;-0.0033113363339559963;0.0034359181791495776;-0.019003375078746422;0.017409420407982802;-0.00027226068179364885;-0.0063626988986615896;0.002888032657390107;0.0003802010536562303;0.018387540607974096;0.007705288703636177;-0.009776511318807477;-0.001435735960503648;0.01033566044322454;-0.00412661078349735;-0.016004655660629842;-0.002431157322096356;0.005988267147847072;-0.009427057907223962;0.0061482817008576334;-0.003422988941350309;-0.012875770767041975;-0.002520555869329887;0.002737480322638267;-0.0049635554492310505;-0.005216547391976947;-0.009827846903322843;-0.008462867525014345;-0.002954054391671933;-0.016542841152264346;0.006599641239992111;0.0008482033744978977;-0.0075158088549566945;-0.0033416784198088264;-0.00019762591945024177;-0.010041334531495333;0.0057619813270565;-0.00025967462196636377;-0.002262337017998224;0.010944015586711126;0.0038525182615168295;0.014496584514773791;0.0088728013630714;0.023137225533058085;0.004402288013501427;0.008022097857811347;-0.0041434111887775574;-0.0028891757593112115;-0.006277627595327248;-0.003347746307483565;-0.0014953204128855951;0.009324654402843057;0.010878915566929282;-0.010674506787695697;-0.0013260267823944334;0.002690331777016871;-0.016359215608551594;0.012809576668702092;-0.008751640738673074;0.0044776841106839065;-0.001899803377044603;-0.004368141907141313;0.003448095838999805;0.016658183165527623;-0.006276779052705831;0.019877066386510156;-0.0037555844842818635;0.0054580273402665335;-0.012699551717362966;-0.0014167140647114037;0.0008135947434628769;-0.004600964406066133;0.002043818331410216;0.010030290056035127;-0.0038897164853385646;-0.006506408590917179;0.00502263753818997;-0.010305440191817825;0.0058432666753367914;0.0006031260189388177;0.0006821033857679693;0.010091746896616238;0.01096069670747769;0.006292801691057548;-0.016077198159066993;0.001780578049247075;0.004346802775117993;-0.010936361209389246;0.0017784486332352582;0.008314589688441716;-0.006477452455371728;-0.019766944841050658;-0.00280166762213493;0.00011660084213597448;0.0004510213003200908;-0.005475363395191358;0.002063629749247778;-0.007714120149119917;0.00701838676299091;0.007445087996101977;0.010766779928472438;0.004926907474670117;0.007412364783985728;-0.0037969568363562392;-0.005505447248998098;-0.015184873686862966;0.01086325555481801;-0.004878546739591197;-0.0004969542993204858;-0.00894790925826788;0.0018580186404888635;0.00024940387153394287;-0.004340742605412203;-0.02596694167160543;-0.014341758298306553;0.003219361185395473;0.0007078612626429207;-0.013606715362091794;0.0069235605006931185;-0.008377324086802803;-0.007600711231845551;-0.007236990815465765;-0.007192173827083132;-0.008772189810097223;0.002763815672267202;0.00612630201836981;0.0039728411051518945;-0.012553090317208675;0.003721293197309551;-0.005743910070915724;-0.005485041557974157;0.006319145265492946;-0.00474757987303121;0.00667297333690862;-0.0011411823664054562;0.010257400625167024;-0.005332605953309137;-0.0023141224588125106;0.018866997157697636;0.00047406209604714645;0.0012781886150697072;-0.003502291414311527;-0.004281333873715631;-0.0017824568892191495;0.0019364491645680725;0.004493662387418489;0.011938225336346963;0.000280726421189051;-0.014328839610264028;-0.0030141926791015347;-2.4196359892055284e-06;-0.016037212760072205;0.012173774799268816;-0.01064547088644104;-0.0034799368679510265;0.0033389081609340116;0.010485855615691023;0.008783591878865082;0.002680480258350242;-0.014098640792924694;0.008611938861406014;-0.003126177411737537;-0.004523729256651672;-0.00028199178232398266;0.005469662438523833;-0.020437254288994688;-0.004146661120986838;0.002735648210863779;-0.0014978835388694;0.0050382875779795356;0.0035852011941014;0.011809914249721037;0.02145559253238125;-0.006254859907669644;-0.021188802065195942;0.005727434315677344;-0.00039417568411762624;-0.004245447453514107;0.0009674998603468315;-0.0026272384229043644;-0.009422176926752108;0.005643592958405698;0.010760756555039728;-0.0012299248672448923;-0.016644217999300083;-0.006112265167979478;0.004134883138215068;0.014990355284407232;0.0005460517636947078;0.002343063670850202;-0.00786495066654636;-0.0006804241967070573;-0.0038214287431834427;0.016263855650337826;-0.007154734131183198;-0.004624897829181288;-0.0116005695283572;0.007423444020293225;-0.004224882152812112;0.010352889019904101;-0.008770939024866165;-0.0143251232728509;-0.012451475944079653;-0.005379665549408009;0.004610384474984096;0.015357716371444025;-0.01616406211667171;0.017389053857097467;0.0005524165738768612;-0.016394486158081877;-0.0006866090620051626;-0.005544117183229835;-0.008028498094388409;-0.0057195226095858075;-0.015068377494689505;-0.0022667903002025;0.011615508529593524;-0.007044790103137906;-0.021680307717759938;-0.006078641030824423;0.0008228318376522518;-0.011187091874641147;0.010451339664326553;-0.013079930419606025;0.001036781202937518;0.006218358541793533;-0.010204589328869794;-0.005322318380507357;-0.005113689364731997;0.008640344296942291;0.024362995294434024;-0.0019992665047682172;-0.0002724339613870092;-0.0074749494133359625;-0.02209894671140958;0.0050520861950568595;-0.011490898007188222;-0.00434626572084118;-0.008334473026127448;0.01438894077916447;0.006487126822147131;0.005212776850396902;0.010114775546209487;-0.0074466486005945924;-0.01411666387923457;0.00021470438591046883;0.0017591404387793748;0.002636861228330908;-0.008631727162380169;-0.009352782413996886;0.01689178945496453;0.01901637845330245;-0.017611820760711903;-0.009291806002360205;-0.008334514667887998;0.011805539026378669;-0.004633170294664194;-0.003908292273357298;-0.004990269017622656;0.02749868092201662;0.010746601315758232;0.005599625789105692;0.008083752611839341;-0.0095820344154427;2.1252712640551607e-05;-0.004709948160851871;-0.0006866865800997741;0.012943295023359063;-0.0005005119870258966;-0.004698043009845969;-0.004811006741602188;-0.005342827612129379;-0.0012589578588029589;0.016159970657095606;0.006548221836243644;-0.01561349675692956;0.01090233116390161;0.0015023649494917233;-0.003093977311309453;-0.009823590923958023;-0.010137263723966733;0.0036797433068069337;-0.00901873419290966;-0.0011622529715618096;-0.0056778317295144345;-0.009456228764748793;-0.005702726194515703;-0.012475597394116578;-0.006402795540177862;0.006990454186965637,Pregunta,0.6614
Positiva,1,0.01336549859604538;-0.004372611364621565;0.034703723621105714;-0.030840260743779376;0.008345541058423053;-0.09335743225422728;-0.018772941446899987;-0.03190288667993846;0.017228828470123053;-0.016283988229260922;0.00826861808004718;-0.04719594702850085;-0.0018114751305625398;-0.030550043285653587;0.007483637702143484;-0.061916539080717724;-0.04620329412945032;0.02011498185961867;-0.06071350099525244;0.06390247969859542;0.01230418412000437;0.007973524420210158;0.0003288693960647269;0.07692634443724827;-0.0255106104403083;-0.05609177962432191;-0.015100270632987647;0.005142522445094805;-0.05926824366113689;0.06507729468147971;0.007192537376440397;0.01684233362638792;-0.018238137941544802;-0.0191359989972253;-0.06271530125510576;-0.014415843703267144;0.017325451009543153;-0.04060180256778593;-0.021418734762827962;-0.03615792040278281;0.003926233258599423;-0.009056446892688481;0.012954754764853804;0.03802239512304059;0.004681190260530389;-0.06745989027473914;0.051636674047362455;-0.00944472300596907;-0.025396095758416837;-0.004672676014704851;0.04867085049602396;0.05933448750788611;0.00139252502826524;0.03808491413021048;0.01007209148349218;0.009471887111514891;-0.04091109772897259;-0.014583313103897898;-0.03070753534709508;-0.05510619158797586;-0.05337996366607641;0.0056697410937205026;-0.0168915977025039;-0.0058395545110324285;0.0008711179383539356;-0.0033113673077721922;-0.06003931038025942;-0.03595729473453914;-0.06996399886425361;0.02632113622697489;-0.00018767958283969453;0.016264674057399207;0.06648936445964945;0.03251029125237883;-0.004052262414487473;0.016510815290814954;0.05655518708992208;-0.026576391328234656;-0.03603234751440929;-0.0009546381435782611;0.006336110395079199;-0.010140324287599341;0.019403617364716172;0.015198773647272054;-0.009806146903738565;-0.018153273346199553;0.02523191705973578;-0.043249217058910445;0.022048936730461016;0.04353700870029184;0.01794484421757237;-0.009677080852451852;0.03622480148910971;-0.005180712261083293;-0.016671637364539943;0.05792611613246092;0.02236420612031173;0.019148439235062792;0.014487590229761859;0.050421454563085444;-0.0394189957306117;-0.0703231715236133;-0.05654182720744574;-0.026430819380099554;-0.015899299060853495;-0.001943391178104584;0.0028725876804279234;0.050797917087145;-0.020277375846728153;0.0442088917196016;-0.01145477627210838;0.010292148696769837;0.011754805817232573;0.008165402210557074;-0.024357190456911926;-0.013029009545386723;0.009105579799347618;-0.008266632787269709;-0.003816200148384071;0.0576869957386826;0.005564130781860787;-0.02120810903799932;-0.04246493574129288;-0.09778652035938956;-0.034206642508042916;-0.001988243884320601;0.04290567839062919;-0.03279112986803198;-0.0009415361735881575;-0.036569438745176076;-0.02723928248770608;0.0017905741377615986;-0.05762763545769438;-0.047740519752020136;0.009049077748024766;-0.018873552575035885;-0.023846365921515397;-0.028302693031199613;0.03482643400768454;0.0068171585704349565;-0.007397731135913832;-0.00669939217793691;-0.01807616587808696;0.021786196036403215;-0.01398401868320689;0.01048315485875975;-0.006385190433958404;0.006821894797301796;0.060972909352911234;0.0030131666738751994;0.02956899349874934;0.02608470300595491;-0.01148674360611269;-0.028759228426249075;0.01763239273597337;0.05261805884447733;-0.029329440006601336;0.013321437263990864;0.0037541442112438237;0.0002622867009390117;0.0032034845526556976;-0.04667544526318446;0.013443338457227139;-0.08158906821952813;-0.006819292331094139;-0.030665115409181133;0.009937479373263938;0.02782056850102043;0.03150488317656652;-0.04680148491948706;-0.0003037254790987341;-0.0044617633834909045;0.03355510540108645;-0.03871492261134819;0.05555112117955469;-0.06059042863937044;0.010683816096358477;0.017768001192425116;-0.03601289961827883;0.03673696968096027;-0.005731754087880566;0.020248381039242612;0.031123142447135495;-0.046887158871365804;-0.01773471052398758;0.05771743936995849;-0.014717653022422908;0.01057544248802293;-0.008414697458806127;-0.01937367965815582;-0.06857065380470416;0.003417590087720081;0.07704811397809527;-0.01989610869137858;-0.03310632216905113;0.016527972146376517;0.04770751384983222;-0.0036461632040265275;0.005259385972124296;-0.01330395254339978;0.008653544954643634;0.006818071029065771;-0.025223000097371974;0.0032535617567164016;0.004360458639967451;-0.02398964932753329;-0.013823666260106393;-0.026096274926955425;-0.029686816451037087;0.041670447482702544;-0.01975638280237128;-0.08417770764935108;-0.042828846065922264;-0.06727815308404514;0.039366319137412994;0.03923082340515171;-0.0782866956966182;0.0194665686297581;-0.03137395463053511;-0.05571786503998523;-0.02086568296820005;-0.08895786613057724;-0.05494609834217908;0.015448664074828044;-0.07877909353438362;-0.04221616193211217;0.0005248269183692833;-0.010329939816864142;-0.0742438308777152;0.03668178007640921;0.029504189237190233;-0.048763916649741675;0.05359463612171713;-0.06443780973260468;0.013967669285884754;0.0477052647619525;-0.007932520921382717;0.008680082059897435;-0.060444954912152855;0.04410570915096047;0.10160633162322788;-0.023428032522362658;0.02600483956163458;0.02286179250157225;-0.06217686381232225;-0.028991978988072112;-0.021409935905801723;-0.025380337200766875;-0.043792072890657015;-0.003945710591485274;0.04989737501284548;0.02226204478285481;0.025018304623355306;-0.04184472765982139;-0.00940656810356861;-0.010330129811613605;-0.0003954330086935057;0.013781868144604442;-0.042512828005301;-0.03153291975535506;0.028025774961909063;0.13138644952026032;-0.09290723508380955;-0.005982398336657811;-0.02855422829492229;-0.004908809765187566;0.035917473205115825;0.0011108844601361969;-0.01771587522206331;0.08506795509549382;-0.014652796164607183;-0.004678486862042804;-0.015891447931358927;-0.048487705625665206;0.0261532697305422;-0.05703186560622544;-0.022035926832504674;0.04106778920733405;-0.01039056547341833;0.0006982719074163143;-0.05055072158357575;0.004999835029950592;-0.0042770810007215585;0.03236983258894512;0.048633417277121394;-0.008912356946077863;0.022631985443438002;0.006940497564789292;-0.04615803851457417;0.0009681771049625215;-0.03316171044611958;0.01875900945932684;-0.051473512058503416;0.01606784807360318;-0.005918733990238461;-0.011600730189690305;0.017710071230597493;-0.03769350653401089;-0.004445856477436803;0.06620008883904809,Positiva,1.0
Pregunta,9,-0.0012770409815315027;-0.0012988606473579123;0.003764743636744429;-0.002910185545967835;-0.003387638373472223;0.006310911070751447;-0.007892367994191057;-0.015128488795389495;0.027298760063240887;2.640725926120885e-05;0.0006304075605724253;0.0005316673860766494;0.006433398684715749;-0.013628755316033542;0.010776788174633258;0.004249425418631063;-0.017421190990903366;0.01064425207130093;-0.014498124837938314;0.004426248978583278;0.0074601032373562545;-0.01652995086709347;-0.0007154089942592745;0.020105677668801485;-0.023665886476514818;-0.016304955025998102;-0.0026372357074382277;0.01908364539813758;-0.007634579245391251;0.022875527119639753;0.0030757366953136256;-0.010992644708856941;-0.00383428786331913;0.0058120173072554225;-0.0005261932375973363;-0.01012038515915141;-0.009955724223105823;0.0027888067564851666;-0.005792647659771988;-0.006938516330530505;0.009490923977084722;-0.004325754408800388;-0.004620212768843111;0.002082747932736739;-0.003834483519434103;-0.010413830297522202;0.009233453386254373;-0.010097680084136888;-0.004399291718619444;0.026667099357796882;0.0016172904835391386;0.03122357448366789;-0.011184343608336127;0.0263044474506125;0.007504259921152162;0.017054639515744506;-0.01452355848198834;-0.026990130139902074;0.012794626186896188;0.013165975485862203;-0.0021393090365029012;0.018851270561248017;-0.010831887791126123;-0.001271800089082646;0.007995671791176048;0.007885465737453226;-0.0235754320717526;0.001157697287493545;-0.014916687136943576;0.0036509396419941377;-0.01300143737798672;-0.005034305065959429;0.010283292238156149;0.014876762953164693;-0.025243940685036426;0.024388112809694034;0.017996745491031592;0.0015610538627161188;-0.015336866815504103;0.0018690717478099226;-0.011638798171928411;0.018411277698764304;0.0075818100456728835;0.009088262869907193;-0.013394167633959618;-0.007225202850401887;0.0011646456151377293;0.00017077886871892396;0.02569103667046473;0.006415910189777519;-0.0022002165517634275;-0.007699732964756934;0.0344832830946602;-0.006016678810165205;-0.027061360172068716;0.0003801738643756917;0.013921467277513826;-0.008688948052636095;0.0031133317844910806;0.02334451345608735;-0.030888742050405652;-0.012573970743995593;-0.005538782017884732;0.014966293633392507;0.005043824128958048;0.009104352102339166;-0.00215309109223831;-0.02346512154866862;-0.010371798505967113;0.027510406993589222;0.013536308340973233;0.016789125089574915;0.009395713130158977;0.0053947027030129685;0.0033725757267690543;-0.012865939426654678;0.02130517503225227;-0.0024694831646296382;0.0002886261855028315;-0.015810483954036652;-0.015002515899219407;0.006944346567190291;-0.007645878251345402;-0.014044882495289554;-0.006366986801080763;0.004934207156299287;0.011315177108272201;-0.01667693747154842;0.010769697608522828;-0.01247079155025487;0.005636175821589199;0.006468669265995335;-0.009098791290303263;-0.020424923677832253;-0.009318198637242292;0.02809151652206261;-0.0014343566459154335;-0.021897722613072886;0.004550270161820109;0.0007632341425182456;-0.006320360010399264;-0.015288691253346523;0.0006680134296261073;-0.0001576624023985987;-0.00542378554192056;-5.07001727464657e-05;0.003759600516314201;-0.009511556457798316;0.02281483092991955;-0.006729790885414292;0.0014707438311445705;-0.012285046681060816;-0.012999144751137018;-0.010586680551547708;-0.007189700614207342;-0.0015760951752553725;0.013411645053776549;-0.007382701589732592;-0.013900271933082412;-0.0031640316975636196;0.011307821287834934;-0.0188799927584621;0.024293000240128797;-0.011588911549771217;0.011276839676309328;-0.0028388578274024462;-0.0023472140387722326;0.002917527808110161;0.014252254742078526;-0.014204572753064984;0.021036211037099246;-0.023492356807472584;0.009162376508744205;-0.014204859820157683;0.01171691683820618;-0.018410139409583092;-0.005493543308381104;-0.01249186012185049;0.002704940011458444;0.00037722942127121136;0.010482576276642305;0.012470713027493347;0.012760659423986966;-0.009071220724931333;-0.004581394615149668;0.005417159461115149;-0.0029356060167370136;-0.03391799100786229;0.006130508116798384;-0.00197660603409932;-0.01515527073337883;-0.006420981071612192;0.01656802765503631;-0.0005294722877511101;-0.009284207385207634;0.01001539926637544;0.005447095295767998;0.014545948744206125;-0.006375536516478815;-0.0032355308247170875;-0.02998331843299778;-0.011036167654542073;-0.0007488710703029856;-0.007997063376298673;0.005163674330539006;-1.8394729820828226e-05;0.00806308190893249;0.013588618010062128;0.005387129389924381;0.008992222687796937;-0.0042304533045095846;-0.014663433000462385;-0.005772529109994017;0.0017363698004479063;0.011610613347968759;0.009801122421249697;-0.010462279690214021;0.020733072922887452;0.0036719579865661356;0.00017177913375549615;-0.005742176581660255;-0.001505645789868995;0.0046317919246473315;0.006258210946505668;-0.022826011096694656;0.008414644610060763;0.005622275294677895;0.004403985624703627;-0.02456130726729914;-0.013282942939274723;0.0070623747049367675;-0.0017418212292374233;0.006156427935488657;0.0007017348358463688;-0.01186101328498758;0.019942112374195065;-0.011187761296801033;-0.007974818093093182;-0.008114674905338171;0.009514923397809164;0.027739847147543694;-0.0026459333648176445;-0.007911990876481204;-0.012809886308057654;-0.02355896876718926;-0.0032905358517714674;-0.011012076613043173;-0.017833458327594958;-0.011292342129433747;0.020238574277979964;0.033139481427558425;-0.0004715345621558136;0.01529791925661356;0.0022388208685997896;-0.01883130318935915;-0.009289266488287774;-0.0005839233611450401;0.007199267248241763;-0.007824719943922042;-0.019898315883885995;0.022320791486013902;0.03105297692509103;-0.01986990886643941;-0.019942378335253273;-0.010723433190794582;-0.003658340424201463;0.0030315499108263338;-0.00162490654105118;-0.013834630874827013;0.023583049237148105;0.00806088566975685;0.02575862384486461;0.004947865425389678;1.5695591382844328e-05;0.01190910579301326;-0.005795107751216014;0.0032320849066517685;0.0038849637960769088;0.0010494165578716244;-0.001851299414365424;-0.018942216330365674;-0.010996339183196464;-0.00459961425946491;0.021138660777853195;0.007829240528933936;-0.004328248653540102;0.0032158299999494925;0.0031968458149654743;0.0004905766167917655;-0.016965076712621627;-0.0069433808084114436;-1.2183947073313311e-05;-0.019872012163330528;-0.007749147794648456;-0.014761128837168883;-0.015085902709132041;0.003749479874782548;-0.028713300980313872;-0.0015318509318308082;0.014855294059128832,Pregunta,1.0
Pregunta,7,-0.002025037447230731;-0.005917122791361529;0.009185590636751352;-0.0025876583060914335;0.002472153471601666;-0.000965942578537051;0.00043308894093141334;-0.005253370416007874;0.014327881464337413;-0.0005775801261779766;0.008035614481443774;-0.0016020547267387665;-0.0031572916179717064;-0.007672037669879385;0.007641063912674557;0.00217063203296129;-0.007475920475971524;-0.005455879310868257;-0.003897157200620156;0.007832122546151475;0.0013739534534280365;-0.00848061772662592;0.006380788724237375;0.007913857409339699;-0.0070419037564883324;-0.0067049642906423885;0.0031961201736887155;0.008779307274394162;-0.003242337177804933;0.013484229378826231;-0.002680983137547686;-0.0085810112970891;-0.007113507694809095;-0.00517389812751711;0.0014855467370129111;-0.002603840825547011;-0.00948605181696311;-0.0019628062887151387;-0.0031654607504984786;-0.004881105525919616;-0.00022631634975227833;0.0017644610978216713;-0.002911432142106187;-0.007637332908476638;-0.006448059566577703;-0.006741339374732162;0.0055603181335775465;0.001385415419322966;0.0031605803592542757;0.00854281290360944;-0.004620355621506059;0.01620881134551614;-0.0024106812987025983;0.012946425796718664;0.004204945272012433;0.00358650458827029;-0.005911964231909126;-0.014772598814484937;0.00017582677134522854;0.010015823295288807;-0.007926010672087955;0.003864282972323954;0.00013419142081723507;-0.002862958727635656;-0.005647474035989365;0.01032888963468321;-0.009193939846849132;0.005386379524774306;-0.013233957464826019;0.005681413326893573;-0.007903711597559886;-0.006538519759465655;0.006537904385223264;0.013260156415380487;-0.017501266247848132;0.013207249964212981;-0.005189872130882593;0.004406909607633175;-0.009448870241710474;0.0002850545022920569;0.0012813808823985604;-0.000579637678706792;0.0005404020900308729;-0.003648827396486638;0.007803352495233474;-0.006336105710595312;0.0029572558351716694;0.0013848514126243979;0.013766549414445594;0.006787593851473945;-0.006997494002421911;-0.0012694541129333915;0.008049806498195288;0.0024638416548101727;-0.007310397230235107;-0.005058879291937486;0.005806211265821983;-0.002942010697342493;-0.0016190828924224862;0.011899681289032026;-0.016389430860998495;-0.01200849451806321;-0.0029660999120928564;0.008951006058671728;0.005847043800590239;-0.003383935419782725;-0.00122286078626975;-0.014189600244407186;-0.0066457730528779275;0.010759031799147214;0.009847330740160809;0.0037067067518022643;-0.002816885190347787;0.002205776596094057;-0.010868674746052125;-0.0031094400474632852;0.005956488410669174;-0.0018995972547149896;-0.002768372527413176;-0.01435774828189736;-0.007528155458885263;0.0027145168780522903;-0.010143055820509977;-0.00898384071442785;-0.005128189660559993;0.006055293484962485;0.006337382936697387;-0.005679248239006086;0.007994704414752841;0.0019108851515183959;0.002896873537900826;0.0032306471660023756;-0.009984582623804247;-0.00816339095036828;-0.010752813987708148;0.0027803369642406916;-0.00463442829283789;-0.0024547219619290147;0.010905795434257756;-0.003104880551109168;-0.0027714895103185507;-0.0018654156265868942;0.0032085567325989056;-0.0019518803923655609;-0.004779960854127395;0.0016471244606687113;-0.0008984459941529645;-0.0005103680234903664;0.011875213066356975;-0.00336631096360226;0.005183718410779052;-0.0026859612525934043;-0.012538128806101782;-0.005714335401227739;-0.004587981100300328;-0.012222723885129037;0.004198356917772401;0.0024161887824877986;-0.011781244329768693;0.00038965858906459466;-0.0014714580945150656;-0.013143589503311534;0.00994844547149418;-0.00395485641558123;0.0002981666378405831;0.0038184709340578554;0.007299892517417161;0.001517985868225069;0.007607453106319799;-0.005957687392109155;0.0014859412795319425;-0.00770902842786519;-0.0024974689402869395;-0.006542278153672545;0.007586055727686762;-0.010950106588809497;-0.007942487122869804;0.0012756684901499243;0.0005994792887761465;0.004296323325554698;0.008467833373395595;0.0037305159725424687;0.002627623629862604;0.0011198197624076851;-0.007314820927269318;0.004016962142916969;-0.003283284371372681;-0.0043567141732631836;-0.0023869629918763947;-0.003911554196063068;-0.006107895140592712;-0.0007042945207823759;0.004377360325997234;-0.0030068540216269097;-0.002946577128220775;0.014239706422181187;0.003893615142510077;0.0050257563881434325;-0.000653709019892255;-0.0027856218653731;-0.019259939996583257;-0.0020318722029913708;-0.006651702017343057;-0.00018052246162190817;-0.0026650766979902465;-0.006476466276718366;-0.0053848960575534465;0.0014908740372979708;0.002328525569571599;0.0028946026173331902;-0.0067018523732495375;-0.009843595259184714;-0.009406315656719882;-0.0034448169425773095;-0.001992665747226103;0.013760378503633345;-0.010531840497685753;0.0132700203158104;-0.0034738588756430544;-0.005459670541247384;0.0022931741233961087;-0.005470931363372246;0.0012732129200850482;0.0025522170736196692;-0.01828469248963139;-0.004773221402095492;-0.0004798850439983991;-0.004531248279503673;-0.011340978320568918;-5.910036217841943e-05;-0.0013968591008750861;0.0005382628055346111;0.007673640424018629;0.007277155085390803;-0.0011275560622658843;0.011149324333909662;-0.004103781631165742;-0.0025409248753832095;-0.009707538271381329;0.0048188493499387065;0.020092404300385672;-0.0009409438080006439;0.00552873550215042;-0.0011752731418011356;-0.016287338357303727;-0.0010094897742670844;-0.0072825643082729185;-0.00602212765200301;-0.001561840892294497;0.005233790585973995;0.016063611469030223;0.007820194404115341;0.007884907679262849;-0.0010821224335680797;-0.0029338723200859045;0.0003730518299959526;-0.0017706682736467053;0.005715443682920434;-0.011162571525577465;-0.0034296830602117403;0.015480742599567858;0.017268386699269014;-0.006637438661918612;-0.004261672772386267;-0.012399588338970622;0.0018505867897348417;-0.004669311071493047;0.007590655398620831;-0.000779385133955995;0.00983504232363652;-0.000347411282973518;0.005533039595610505;0.002783192196750396;0.006188377017472676;-0.00428212101329513;-0.0013872991918619628;-0.0012500245224986112;-0.00029453463141679905;0.0036579479966639106;0.001618883111072902;-0.010788770381445363;0.003650253086366956;-0.004212903498429866;0.011781013447466106;0.0067989521829635614;-0.004807406991454632;0.0021377057216679656;0.0034995298345917433;-0.0029499065336162683;-0.012094501539137999;-0.0013886831478870253;0.004447998472324639;-0.0020970960738264325;0.0006606854994275706;-0.00404817856956614;-0.010090178725755973;-0.0037037140242709866;-0.008025406706025235;-0.0006277935303749629;0.00605295105188826,Pregunta,1.0
