,accuracy,loss,val_accuracy,val_loss
0,0.37087264150943394,1.4614889205626722,0.7879858659349988,1.310704029631418
1,0.4413325471698113,1.3511858515019686,0.8433451121069657,1.2003295418792113
2,0.47700471698113206,1.2860177800340473,0.8080094230610294,1.121782739676351
3,0.5165094339622641,1.2114071514246598,0.8845700825201468,1.0009053699821409
4,0.5229952830188679,1.2014182451760993,0.8044758542266415,1.067598376313424
5,0.5442216981132075,1.165960632967499,0.8421672558756402,0.9990820189668096
6,0.542747641509434,1.147477535144338,0.7773851592914235,1.0717242273762033
7,0.5568985849056604,1.1229015611252695,0.8810365136155531,0.8472692965057067
8,0.566627358490566,1.0979251917803063,0.8680800943689155,0.8850101596896303
9,0.5731132075471698,1.0846299827098846,0.8221436987496097,1.0072943116806983
10,0.5725235849056604,1.0793166762253024,0.8197879861465472,0.9289183005848537
11,0.5810731132075472,1.0540195962168135,0.7479387519637604,1.011434393861409
12,0.5784198113207547,1.0557146690926462,0.7597173149088667,1.039217172859695
13,0.5852004716981132,1.0286615687721181,0.8032979979251103,0.8839735570588578
14,0.5893278301886793,1.0371471232963059,0.8339222617649218,0.8731317708292895
15,0.6002358490566038,1.006553922059401,0.8515901062176843,0.7770427322219201
16,0.6025943396226415,1.0050096551202379,0.8044758541564357,0.931664099541654
17,0.5969929245283019,1.003029059689,0.8303886927901224,0.8186216616939459
18,0.6046580188679245,0.9788856545709214,0.8292108366290026,0.8579517882339244
19,0.6031839622641509,0.9924164599967453,0.8256772675839976,0.8421301317299212
20,0.605247641509434,0.9620081045717563,0.8315665491618593,0.9177994145381015
21,0.6132075471698113,0.962114395960322,0.886925795193415,0.7636013426263987
22,0.6199882075471698,0.9364041371165581,0.7561837460744788,1.0093399262400202
23,0.6205778301886793,0.9500509618588213,0.7290930512094667,0.9541481682774035
24,0.6226415094339622,0.9371296476643041,0.7561837460042731,0.9915451837793536
25,0.6232311320754716,0.9413827252837846,0.692579505861999,1.1265722442993147
26,0.625,0.9066060466586419,0.5571260307997781,1.385568202875809
27,0.6235259433962265,0.904869831957907,0.71849234442548,0.9868575727700907
28,0.6294221698113207,0.9186050785037706,0.8645465254643219,0.9728072217552626
29,0.6308962264150944,0.9069220103182882,0.8315665492320651,0.9146587931506064
30,0.6359080188679245,0.8807921648587821,0.8032979979251103,0.9318873889314272
31,0.6288325471698113,0.8951492849385964,0.8150765610106281,0.9380558062217542
