categoria_reaccion,categoria_conducta,mensaje,predictions,probabilities
Responde,5,0.0037151516007009385;-0.005633226080061752;0.011250856959963187;-0.0016889616257204135;0.0005121410075281854;0.002410519756087144;-0.0006111052053174003;-0.008169800267908083;0.011846592553874205;-0.002679275557086947;-0.0004987567020604066;0.0025097609974863403;0.003241237146162986;-0.009287537454224329;0.005732958873486727;-0.006040962155035663;0.0015759456644219726;-0.0001013855413119924;-0.005680172199639188;0.008761045801480977;-0.0010961702955036598;-0.007266386020420939;-0.0021459994266468554;0.009687773141431695;-0.0032056266812055577;-0.010152442736399049;-0.00048800843219843715;0.012431319758724142;-0.003031756683531423;0.012583780897589901;0.004192704194828085;-0.008731853218285545;-0.004944674561569399;-0.0037318461203110715;0.0034508968063937575;-0.0024227576617757204;-0.010313981325790192;-0.005142054193395245;-0.005290848115395244;0.0013800296411748726;0.00425679044220921;0.0041564175110491534;-0.003704400350407486;-0.0022029086419148875;-0.0025912100825602933;-0.009616271834336023;0.0013655455928153293;-0.005398613213688458;-0.00265818691611743;0.009353339333071385;-0.0006560448547914459;0.01206941963068808;-0.0041737357730546685;0.01104867169617876;-0.00037173662046800603;0.0012181971982434118;-0.007017462524338852;-0.01154682236996361;0.008094428658870743;0.002956328584144768;-0.0015976519606681076;0.008179442455678795;-0.004380754624818273;-0.0035438794882983898;-0.005297642202122449;0.0037763068732915685;-0.006447593371964282;0.010383863834128815;-0.009210464557120556;0.006287345686026647;-0.005435166492139366;-0.011043796403445903;0.002668723031783007;0.009269802745940128;-0.014929864904487573;0.012175414384012411;-0.003942561536579441;0.0006527546797726365;-0.009119572881428105;0.0019909270561235476;0.0002228492611815793;-0.0016264877247414119;0.005462715076961559;0.006672672572318354;-0.00225933571374477;-0.004852780032621674;-0.0029468357119630363;-0.002310351069454357;0.011215582326418679;0.005666032228146722;-0.004137931627502448;0.0020197100830436753;0.01181346983684974;0.005016589217788735;-0.008480480984219503;-0.00139309645978962;0.0034676219775798415;0.003709227846176685;8.736282624139609e-06;0.01305133461842575;-0.013723757094221122;-0.009121383266541898;-0.007713270984366112;0.012243720827378984;0.00302700392186032;-0.0065837328547587465;0.000296360681391019;-0.012116570470724246;0.00038093732293133486;0.014550446497276517;0.0048261081145443046;0.007594272808552058;0.007134613903920659;0.00764451515928166;-0.003107211676416954;-0.007287115535366196;0.010775360264841997;0.0031105701572637905;-0.002467281955443366;-0.013546400844290995;-0.004173168030013488;0.002376109297112965;-0.013790200295542102;-0.0034940691068786954;-0.008117786317205876;0.008851923213196677;0.0015290258738196183;-0.009042862173135009;0.0005514803846164532;-0.0015776997922470138;0.0077983282801828415;0.0042219385452514635;-0.010057176569649192;-0.007930567247929683;-0.007453142654520942;0.013616744207708548;0.0015734282262435126;-0.012277190387737799;0.009418666192227053;-0.00201272142386178;-0.000653928585320416;-0.00033840481576820916;-0.003349162434952404;-0.003077437432519923;-0.003272973018389161;-0.0017593310197490822;0.0060622814684505874;-0.010968957000785566;0.01910098509616458;-0.002980371753044701;0.006646004284693758;0.00011804637383608214;-0.009859824873288498;-0.007801839272313731;-0.004973020463384557;-0.0037171962012065712;0.018537152591288932;-0.00021996782039543323;-0.011445011024776075;-0.006489600396974777;0.0032597555333444867;-0.0087646326084361;0.008719812238796415;-0.0037958569621904105;-0.002075854037169403;-0.0032279846375715825;-0.0012166323870820164;0.008190065785739444;0.001841005610706004;-0.005587197798665639;0.0031171566759284207;-0.012598097314429136;0.0031664275554501384;-0.002154495351196861;0.007040464688909792;-0.0193953583646119;-0.0033153086170050407;-0.007623466802380122;-0.0036054063761189314;0.0022073877816690657;0.015999980064777406;0.007089063033642597;0.009854902830409747;-0.001166566541548165;-0.005516167127237814;0.0022280531569537905;-0.001164106582455982;-0.010310839168459278;-0.0008530689427499742;-0.0012339762205827187;-0.015326062984403128;-0.001353531397996424;0.004351565730974381;-0.0020696063742485157;-0.002067458145502409;0.011308792789431235;0.00529502350240571;0.005072180525786605;3.901158229745563e-05;-0.0055219884782277025;-0.014585088673939208;-0.009336215770932865;-7.115010401192153e-05;0.0017076568413965138;-0.0009581329739486245;-0.0029082600150739913;-0.001256969772891967;0.005407675490356665;-0.0010907443360925692;0.005170895172317404;-0.007957449584921525;-0.008112190759874977;-0.0024404274888643893;0.0006395471871259368;0.00870787699636025;0.009443714083191973;-0.007524106155164276;0.009066658122575106;-0.00460491524748432;-0.0018643931286198266;-0.00060751362285832;-0.0029333172500539515;0.0036708880073234766;-0.004352764102197631;-0.011395529057434241;0.0006054238589509899;0.006190321497778224;-0.0005076709447904702;-0.01271562741363124;-0.004631240849793223;0.003982387076209888;0.00026748368646777705;0.0008971223004859125;0.005533949062314027;-0.014522699854966035;0.010135754893305454;0.0026002430116610557;-0.0028550611087052365;-0.009987525579884915;0.005894949955836609;0.020828605551612207;-0.003644441265413923;-0.0018982332370353942;-0.012684618705574864;-0.015860849805421632;0.00025203071735721046;-0.01212983563970295;-0.005615977542149713;-0.002458388375613341;0.010822155937623047;0.007566828720949936;0.006938322218021492;0.008348546886133677;0.002090826746509213;-0.007965318277412002;0.00045307540016412514;0.003068464699478836;0.006781773002221462;-0.008943773321640588;-0.004204730151787883;0.008116478076467842;0.01769541296093182;-0.003526842345408929;-0.004791558096671493;-0.00414564714300983;-0.005058013837187708;-0.003753548762262741;-0.0010542528673770121;-0.005905048302141975;0.00818897727534246;-0.000125338444364576;0.011057611648129491;0.01073978274280266;0.006177185810364706;-0.003130453659680874;0.0013517897903492979;0.0006544095668812758;0.008107156361890338;1.0662020149252684e-05;-0.004475035614675237;-0.00855130140116666;0.0004331672261283175;-0.006967597379635759;0.009889324599810607;0.011155069154664583;-0.004791405114471531;0.0045848848482098244;0.0015705691485657727;0.0016016440868341507;-0.00991646912402616;-0.005399307630172058;0.005498662097795685;-0.00549449779547342;-0.0031689261586336543;-0.004671552845285278;-0.014359723485353765;0.0026501832917198106;-0.014843567441969737;-0.0011951014467308737;0.0018623308029097239,Responde,0.9966
Responde,4,-0.0035326226864651586;-0.004790234731524337;0.007893028780935564;-0.007501817276382093;0.005604820913272734;0.002754281316645508;-0.007983414093760778;-0.009019032150179736;0.018981100929960772;-0.00024043000615622638;0.004968077230161829;-0.0012585755778994174;-0.004268711627483459;-0.008901109671390265;0.008394425763517031;-0.0015239355877143827;-0.009302220733444827;-0.0017674605807309308;-0.0069687699333467095;0.012575401627547025;0.004523455561413369;-0.008463275926060698;0.0046695311743199745;0.006692029509797275;-0.0071609415045097305;-0.018567936192488765;6.284872704822088e-05;0.023861728183853893;-0.010479981028104296;0.013278914585146668;0.009528913673914764;-0.016316243608679393;-0.001919042348364443;0.002155015696472645;0.0021080843631172603;-0.006933638574010873;-0.007298294474422497;-0.003744880131934257;-0.01326098625341509;-0.005869099367472828;0.009390227361624126;0.004958062125080518;-0.004562554745071953;-0.005600589136599285;-0.012027113898100208;-0.0019080328351722333;0.005692017119967164;-0.008648509675245195;0.0022141850249133023;0.015782962048798158;-0.008320752063901518;0.013900577108987174;0.0009550932215865781;0.028039631622495863;-0.0009558586966824662;0.00536169096094651;-0.010757585801720159;-0.01566381965936743;0.00886572200459625;-0.0036347623308186482;-0.002445639204510221;0.004110664093524146;0.00019103651135310123;-0.0030326167300602966;-0.0051028365370966305;0.014962477153573923;-0.020480687935802915;0.002743759700448493;-0.013542537876347186;-0.0013826263031387889;-0.011613321311222927;-0.010417034796812783;0.00754685458031259;0.015674162438421013;-0.021892059088523576;0.026717777754771667;-0.0017034210344637206;0.006507669453947194;-0.010067417676617434;-0.004359002660415029;-0.009295737503822893;0.003995809083036676;0.0029851908422635887;-0.001702188212615009;-0.00406206763763849;-0.009325448871782894;0.007837239851275546;0.008232075566769557;0.017604250407333003;0.005224636642635601;-0.007718440926999633;-0.004859026653473732;0.01814651262528209;-0.0019381244737314562;-0.013756676043565603;-0.003590775202143625;0.004226714445750663;-0.009261607918299629;0.006411316469112793;0.019818775289764837;-0.01683769069745429;-0.02396244113696846;-0.008878124570629134;0.00790795973090566;0.005660703855395424;-0.007851423335982563;0.00545859899321685;-0.011762758880129743;-0.005447619090276629;0.01905350562032486;0.016068272360278562;0.008533422489718495;0.00031623733482567725;-0.00032571576911652293;-0.0020873842663202712;-0.011335973255173897;0.013926895278428641;0.004323955934303187;-0.0015987157311562988;-0.017538998128412878;-0.0008775933891994446;0.006141146463366322;-0.0112475067307115;-0.014989272669419955;-0.013413454887691124;0.003978429365535174;0.012948787130217616;-0.012850287809800905;0.010910343029926549;-0.0059637435114637;0.005291788951872138;0.0038957472481788535;-0.012257735314330026;-0.011588232911769126;-0.008142049557898203;0.019278638846848262;-0.0042729930933043895;-0.019684592540395642;0.010555748448522483;-0.0028875178489821563;-0.012980712137258195;0.000995964706276833;0.003335598500145751;0.0031722044904706676;-0.011265572788387716;0.002383770833001302;-0.0008957660886404368;-0.0103605152063422;0.026618785878996264;-0.00602885027216577;-0.0017126589646449095;-0.0010829679068885773;-0.012716170306863622;-0.0086009268618257;-0.0018122481952475191;0.0033964962175459523;0.016092651629561975;0.0034977207858341614;-0.011068702629828732;-0.003035695061233017;0.00169644062588812;-0.015328036211732591;0.01631796178959489;-0.006492958099769674;0.002056049451797042;-0.0003738765022177763;7.044828152087612e-05;0.00799280805855718;0.0049653502263157226;-0.008237021641514382;0.01400793866419827;-0.013543074276614187;-0.002590079646274268;-0.0034737212590472354;0.006414007917842226;-0.017721834724619818;-0.012039503148889952;-0.005471746683698629;-0.0030414543803791573;0.004125158984172072;0.014419774997319956;0.01751006697629872;0.013800348831743537;-0.007034335690802237;-0.005092192369928645;0.0005779663823280504;-0.007674091399221959;-0.01780517310770511;0.0021821517897098893;-0.0021354837804428216;-0.0176753428749137;-0.004442092486255959;0.003684551135360195;-0.011795929261126974;-0.008648556483522115;0.008663541138848806;0.011392835138253411;0.0025572631604289385;0.0012198525815729623;-0.012322737875980974;-0.02573886789066259;-0.010901994262500972;-0.0024132250003539055;0.004294805438435118;-0.003334143821002932;-0.006529503137291143;-0.002396837438753253;0.004641371357319498;0.003135732041692837;0.009355051033174456;-0.010762035764689072;-0.008866005707069946;-0.011527313334848893;-0.0023026120887885294;0.00437931218777193;0.006895197134774533;-0.006088213986206374;0.01820821117009922;-0.00039527810049836917;-0.005563222526120389;0.001615089396518019;0.0009183844913908767;0.0001244195784028984;0.004541363560981382;-0.01804159337196719;-0.004316062589188474;0.012741063525326385;-0.009128295826229564;-0.007589715973269454;-0.0038362902828412504;0.004039046391615575;-0.010152271760296844;0.011952767006641397;0.01044646723971602;-0.014997299767213522;0.018281678171361233;-0.0023683889447584745;-0.009859668130088413;-0.018131868787688306;0.012448723499880679;0.03040722563842591;-0.010514253372635896;-0.007896305446152925;-0.0024352305146579994;-0.024743156382057277;-0.007171228718815465;-0.01646655880064812;-0.00989203115316262;-0.008355047536116161;0.005702803125703307;0.019454198768122884;-0.0025155762463357303;0.011807758710800535;0.002144011962805408;-0.008984021772980336;0.0012949265646658228;0.007528711201707975;0.008326278926238277;-0.01707036606079438;-0.007724382897093913;0.018263244747377925;0.025099165663641253;0.0003778286177602279;-0.002494988958623795;-0.006258852014144884;-0.005459893196139308;-0.00777173927891692;0.0058225377719011125;-0.016471762202315554;0.025916042014442607;0.004060506426298597;0.01122443219252181;0.0017477556597986347;0.006152917688944003;-0.002747953652196573;0.0005053956013061927;1.219664581187073e-05;0.01040372485767241;0.008576910036151329;-0.0023013776993549696;-0.00700606067497017;-0.007502993344214283;-0.005509709336196065;0.01114523900770837;0.009224194376647364;-0.0023860197150034307;0.00036676419246168336;0.004557965807127058;-0.008976683591066344;-0.010792866666599841;-0.008528643854334642;0.004573494539275099;-0.010914621658111405;0.0015954209895588578;-0.004221015540805516;-0.011716962861249897;0.003681882643736826;-0.012105500795673489;0.0005038896113068784;0.002089046689708428,Responde,0.5868
Responde,4,0.0026114436292823855;-0.004446204676284919;0.0037150350749432116;-0.0011859840452119828;-0.0004234687589540502;0.002928297021130073;-0.01018222475210369;-0.006921296515940942;0.015049901980830518;0.0022200395579442273;0.005649537701595507;-0.013434142111588757;-0.00448664323781225;-0.005300509617184331;0.010825362942967206;-0.001004059325248663;-0.007356240178224521;0.0012477339626999452;-0.0006619644344466754;0.008652361040949763;-0.001410519887238488;-0.005644724875446341;0.006222097301936661;0.012861399276447433;-0.001935925756756724;-0.020041232718984864;-0.0020989335510416813;0.014127984049575684;-0.005204151846706069;0.015502595144200777;-0.0010751547852627871;-0.017837330974298737;-0.006279871726133425;0.0008762726193263628;-0.0012112609607412934;-0.010015161247901274;-0.008169561800177845;0.00020507859627234726;-0.005217251209191448;-0.00308647350984537;0.008518030633848794;0.0041568869218587745;-0.0069312240699926555;-0.0023978979669609913;-0.0020110266972532377;-0.009222368703613943;0.006698969452390424;-0.006542032868789514;-0.003396173541681504;0.013150931774975798;-0.005591488050513464;0.010110932227130274;-0.0023601746918788134;0.01992389670829958;-0.006033037009992115;0.009533431576056798;-0.0019842479289140422;-0.006580430702041365;0.0009024192917984008;0.0019177729557347473;-0.005364847999225241;0.0020744228424031683;0.000787732327774043;-0.0017517977128934503;-0.004486473303877226;0.01107954424437533;-0.012205475675489671;0.007308391302150882;-0.019425876219214676;0.008139713736291009;-0.0035765820974330157;-0.010944585455810917;0.0016151102611323494;0.007401222732986636;-0.006588715116918761;0.017203542102785144;-0.012823455906218502;-0.0006017981493943357;-0.005307555545945238;0.00190443531826107;0.005035126337555706;0.008691561339933278;0.004361668876448294;0.0037295140878398996;-0.00241690192416363;-0.003982690502540081;-0.0022165002818845783;0.002491126373322921;0.012038362831394618;0.0007624212907800824;0.002022491227257037;0.005408943114758206;0.020966612754258016;-0.0016990247822645777;-0.017165172533907588;-0.0015878786430624115;0.007110878608683874;-0.004763182490298301;0.0029310322023392687;0.014657545359688249;-0.01738890188939119;-0.011080091575350623;-0.01029802458426918;0.0030993790387787204;0.004820151757631057;-0.002600505056239068;0.00017506614316419478;-0.011833723399259824;-0.0032033261854863813;0.013862309781334849;0.0045959626911940355;0.005164105394354302;0.007443359658526015;0.014212491457509545;-0.00047896579705025005;-0.007982672124102788;0.01184253635551744;0.00021727826304723745;0.0006481681177356859;-0.01207286908515567;0.0010427984995121646;0.005374767620287564;-0.011243403237650513;-0.01564849807109775;-0.004535705383934555;0.006246880177206554;0.007022343900839918;-0.0075480900016328565;0.005617890525828082;-0.0019160317914300377;0.004491091328388654;0.0022760808044280443;-0.006544622175557353;-0.011700631975775;-0.005801258762878957;0.012251328953214775;-0.0030630306442661136;-0.011291442682701104;0.003351190402767031;0.0004912361389527278;-0.002403614220816828;0.00458630996209556;-0.0044635921490058005;-0.002055409380068375;-0.007105899042419342;0.0017687520412626935;4.5200570066018914e-05;-0.005618508524902237;0.01520336835643374;4.2981249416041125e-05;0.0010858496929473896;-0.0038950837170979562;-0.007611414987909665;-0.012064747400973953;-0.0014279941316878428;0.0004938210996289253;0.01624304895723892;-0.004770942604220267;-0.007936092613417952;0.0015646537082239656;-0.0007026443970936109;-0.013238051879462536;0.01781582079614795;-0.003387858817343506;-0.002581338326486536;0.0016248557760683425;-0.0017863237167927142;0.00861132473364872;0.0010747311740487617;-0.011282487330690712;0.0054544415363228195;-0.012406053086488674;-0.004345733419048105;-0.00357627968034609;0.009568392720673847;-0.0079816342968925;-0.0069462043855769064;0.005951511013708989;-0.0014345468598668766;-0.0010300356501125318;0.010535784832275491;0.013099106715049002;0.010323240231697011;-0.011138729480340483;-0.006324212698393305;-0.0024794227553101493;-0.0032728003232488723;-0.004863473609039209;0.0012965446540906212;-0.0015364010469460967;-0.011626782519414205;-0.002006484741780323;0.0016086059913130776;-0.0027887715906015527;-0.007791741076428454;0.0032688763428543287;0.010130198347460111;0.011600652878826197;0.0033331754013828816;-0.014362131012684649;-0.017239013645515718;-0.002221780974069183;-0.0032886366938156236;0.0072063004698427946;0.0006821044601010434;-0.0036472443357048563;-0.002569631124502998;0.004138044161748256;-0.0001280870568913249;0.005935664561808051;-0.010416108983628833;-0.014989942782616872;-0.012861214616128894;-0.0016821539848227763;0.004865825360657543;0.0008596382993042613;-0.010120604096816884;0.015193957523101353;-0.006963730535380428;-0.0039393197943476885;-0.00013499718777205215;-0.01154502862926983;-0.002541757204872568;0.0009381188096862944;-0.007180846885805255;-0.005582518234243668;0.004771044320296874;0.007247500168440388;-0.008479755907959005;-0.0022683041312668508;0.0066537101242100495;-0.0026385258989999223;0.0012300917894650279;0.004067384406082867;-0.009040097808455237;0.004789200945334824;-0.00919484787657944;-0.009302264910379611;-0.013762718093734996;0.008702755745655854;0.02099950117747486;-0.004519034575340865;-0.005526106093414412;-0.006701323275994962;-0.017389573458489346;0.0005204036037020558;-0.004878648488630844;-0.006726052882976101;-0.007790756243251394;0.008369301433031662;0.017769141726166057;-0.0006304779116830527;0.014082543220348864;-0.004275356890379471;-0.01486899738713083;0.0018277113781927793;0.0034199354173274107;-0.0005422493907974403;-0.016209444292555032;-0.00483875587897937;0.012928714384502419;0.01583496874599097;-0.00842722886445191;-0.0006375367277735855;-0.003844960605184117;-0.011110591243927907;-0.005497767463608303;0.0026079342959309144;-0.008525383368408478;0.017999675776270315;-0.0035652843416152814;0.015233634544696402;0.007553426806298948;0.00677571466003708;-0.005071823033335998;-0.003112786013836232;0.0033221223290250362;0.01031114597634194;-0.000493259775667202;-0.0005381307156142515;-0.007793793760755089;-0.008327744512440711;-0.006953730629936197;0.01325625995344876;0.014594156141409815;-0.004889861298428009;0.007571793557967806;0.006755029673591794;-0.0005972886054619312;-0.009331645073040698;-0.003946277450670298;-0.0017900104017244964;-0.009520363214743218;-0.0012950010499257441;-0.01141090782739238;-0.010196994238586575;0.004956010807749391;-0.010788987908191848;0.0019089921623044288;0.001436323713391848,Responde,0.9853
Negativa,11,0.0006810437206084427;0.002817061368955957;0.006320667565552535;-0.011443026264842499;0.007781493394414549;-0.008302378089856356;-0.010513603324717272;-0.01485880345530243;0.0023235915358853685;-0.006088972423879103;0.009767680835469883;-0.011895502995185022;-0.007490105593033025;-0.012879779062410335;0.00768463447287501;-0.000462466305157645;-0.006454305018175027;0.002150817000454247;0.00016624727646333444;0.010388589799531686;0.001129421092894705;-0.004702132455290972;0.0038084241606967354;0.0024944940793559843;-0.0005132551637458474;-0.03333640065751751;-0.009825740604983445;0.016122723933818868;-0.028397370976101774;0.012259309354294435;-0.005258217554145028;-0.012556956512615304;-0.005195544035337374;0.0018036802070677184;0.013751557940945722;-0.0028207423580687767;-0.0021776361814660927;-0.004342897229448677;-0.019910688242859225;-0.0063190263621082645;0.015035064188072792;0.0052305005208301;-0.007008162974689665;0.004570797371852564;-0.0006274875920044652;-0.011286218518352877;0.010193878243663844;-0.003127534267806363;-0.015864330670660006;0.012286870857879328;-0.0037968297747076065;0.013941533117121858;0.0008424008428757273;0.03496769672796215;0.004949946679979307;-0.0022546410118745664;-0.019685615943206006;-0.018694756830947498;-0.0023470034183711483;-0.010349014679994996;-0.011606989995365339;0.010324079341574331;0.006327776162252796;-0.012600352527724021;-0.01174239686753939;0.012280922206881461;-0.01599013816242393;-0.007895488541399634;-0.02304288754793542;0.00210902073714509;-0.004493194330471686;-0.015766948037893934;0.001718751255040454;0.010403070469879544;-0.01066914572420267;0.028535170377679216;-0.008627697872531566;0.007276472576497629;-0.01705321183949055;-0.012831200635606513;-0.0018119314760376183;0.00011539397106282746;0.0005419309504483769;0.009718074307849973;-0.00016224675933587015;-0.011362154725079046;0.009206092560962425;-0.0034470297147998845;0.02789325299290309;0.0011605104724242918;-0.0009213212001477885;-0.00126710131899249;0.015349650512646943;0.0028917828494866554;-0.010305485754072039;-0.008090547361811857;-0.0022713192764595366;-0.010934740685517056;-0.003128158640558943;0.016197562793001687;-0.03526838884242373;-0.01880628964855102;-0.006146280668935446;-0.004392212614730814;-0.005340251296803232;0.0019433075796087852;0.015423303217751974;0.005745454198745878;0.0004634593630727761;0.0192550074890143;0.013755857932545681;0.007184263280450295;0.005812069803883216;-0.0014765065199681736;0.006266320779678157;-0.004983010247122594;0.012251331433859364;-0.003921957249817685;0.00744739377496591;-0.00942462768370321;-0.00028820998803761314;0.014893894264266716;-0.021183890346090768;-0.0239456828882797;-0.005577327569305494;-0.00569778321370254;0.01647284298685955;-0.006041475743927764;0.016189644183642507;-0.0038928758281444966;0.004063017743494205;0.00315617918090313;-0.012482913857729788;-0.003328215202004011;-0.012154637121208576;0.020147316247365828;-0.004665252344813334;-0.025906670961077762;-0.0021523481673304257;-0.00639234521107207;-0.016201344044258693;0.009862203236655083;-0.002062623207644443;0.0067204919157578214;-0.00595345303690702;0.006512438932408012;0.009351271993514506;-0.006367121567455142;0.02361472251336977;0.00014811599471409193;0.0036637204195630354;-0.010820223726267742;0.001167715902958586;-0.0023383951117081597;-0.007344912950989828;0.00494825766593219;0.014059023025882016;0.010248272190249388;-0.022534903695690663;-0.005868698441104073;-0.013516233702194886;-0.03137127498414081;0.014189167108319375;-0.013118426003182665;0.0014962050356800837;-0.0077064641366586485;-0.00208240930219203;0.017589108221453903;0.010250273086138354;-0.006810755142834061;0.007365900341451651;-0.0088383334887885;-0.0010126918078085855;-0.005468303523488181;0.00899932839651253;-0.01720272463572445;-0.001892305844285647;-0.009157712606098342;0.0036319433389073934;0.0007469194129294983;0.009450690136969907;0.019517318054153056;0.007947879072315962;-0.005790549931737672;-0.015812142629275862;0.01844619577527754;0.004202457372591321;-0.00671492478815182;-0.010821485911819376;-0.008256645645713231;-0.019659356096409286;-0.01608714634705881;0.012465925592408016;-0.0013042319670329514;-0.013653410286393768;0.016691113912324328;0.0022119588341164504;0.004456138998828176;0.0010938718568576792;-0.005423729592661681;-0.03170331088039863;-0.008155447467521218;-0.003656176190699414;0.01722028945469029;-0.018951631579420418;-0.0013511261284863926;-0.008523493590422766;0.005355896004351165;-0.0007705446957925917;0.025615933135345468;-0.013499408050167158;-0.01042837241553426;-0.013794504507814035;0.0019814014548938503;-0.0031898038718017768;-0.003810018370967136;-0.025222641525106452;0.009915926967931631;-0.01159361524590176;-0.0065114299656328645;0.009385084625774276;0.0009697898889507962;0.0024786390812826845;0.0024597194569452485;-0.015511595389085009;-0.005162935055449546;0.015237499419668265;-0.014600501782720161;-0.026346296088037287;-0.0007345282781226903;0.01586396771189504;-0.010650844989559592;0.019047360733042706;-0.006869925120565894;-0.013269403687739522;0.006972321034338264;-0.011856706767755252;-0.0005859219144940944;-0.01525669770723737;0.008418500593498556;0.03146017341744405;-0.010221522166447727;-0.0030744945764573893;-0.00948858433164334;-0.02437810324887762;-0.0010947778948770432;0.0011551115734012307;-0.0037374247733157387;-0.019741737489259458;0.007778669224542625;0.032968090076588595;0.003496372451525991;0.01949327521271663;0.00458168823285775;-0.009593044016681518;-0.00594940257977145;-0.007995344532621974;-0.002305143018887766;-0.023913160394579736;-0.004699597569692432;0.024019951557102195;0.02060283628514017;-0.02658376261721651;-0.006255036951679799;-0.011531065100503746;0.0012513149817216702;-0.010756732119946863;-0.007896770793860796;-0.013717516113438124;0.023801203795706865;-0.0036761102859232293;0.01148357146207904;0.008400604425501284;0.011834983461593266;-0.009522034488579361;-0.003188970207287889;-0.007505188695549718;0.013321171584806793;0.013034873270238124;0.0003469569927567727;-0.01260025231171937;-0.008076736680176886;-0.005269105948487553;0.013835427930113138;0.017040342456925466;-0.005206532172669972;0.00487714860036646;0.01595812255676733;-0.003643765116057254;0.0034044155125727824;-0.01516957963547814;0.00014140523409184006;-0.012239896292404863;0.012447961064866004;-0.0021185743955186524;-0.010672688506028158;-0.0009042097720078892;-0.0035915261405282655;-0.0006138916702793249;0.008876736848837209,Negativa,0.9991
