,accuracy,loss,val_accuracy,val_loss
0,0.4221698113207547,1.3931659500054094,0.9082352942578933,1.1487109849032233
1,0.5107442348008385,1.271278136681211,0.9129411764705883,0.960711194487179
2,0.5361635220125787,1.2134012501194793,0.9317647058823529,0.8621153126043432
3,0.5461215932914046,1.1743675375384606,0.8517647060225991,0.8640297133782331
4,0.564727463312369,1.1458196532551348,0.856470588796279,0.8648076430489036
5,0.570230607966457,1.1222281828366485,0.9623529411764706,0.7496414909643285
6,0.5791404612159329,1.1035482553566027,0.9811764705882353,0.6719604852620293
7,0.5883123689727463,1.0692211429527971,0.9341176470588235,0.6657202179291669
8,0.5859538784067087,1.0758386215573836,0.9623529411764706,0.6898560068186592
9,0.5966981132075472,1.0620709025384996,0.9505882354343639,0.7559568452835083
10,0.6008909853249476,1.0321152451403235,0.8823529415972092,0.7387740979475134
11,0.6066561844863732,1.025090322804401,0.8447058826334336,0.8634453728619744
12,0.5980083857442348,1.0320931775514934,0.9247058824931874,0.6766989205865299
13,0.60062893081761,1.0295059559730113,0.9458823529411765,0.658305650879355
14,0.6129454926624738,0.9946498158592848,0.9552941176470588,0.5696858253198511
15,0.6176624737945493,1.0004004055723954,0.9247058824931874,0.666687392206753
16,0.625,0.9885770984665653,0.8870588236696579,0.7488252833310296
17,0.6168763102725366,0.9724606974069927,0.8588235296922572,0.6959597466973697
18,0.6318134171907757,0.9704455564606864,0.9200000002804924,0.6903286396755892
19,0.6307651991614256,0.9591509101275878,0.8800000002804924,0.7608655405044555
20,0.6286687631027253,0.9514572767841492,0.9341176471990698,0.6761853370946996
21,0.6302410901467506,0.9611996447265273,0.9176470588235294,0.7958947801589966
22,0.6367924528301887,0.9490078597698571,0.9317647058823529,0.6468401939728681
23,0.6352201257861635,0.9503177184478792,0.9458823529411765,0.6648588562011719
24,0.6425576519916143,0.9284760297219459,0.9294117647058824,0.882078603295719
25,0.6451781970649895,0.9205703367977023,0.8964705882352941,0.8157326797878041
26,0.6433438155136268,0.9214441382660056,0.8964705885157865,0.6747040663045996
27,0.6462264150943396,0.9068745837021673,0.8894117649863748,0.7130507185879875
28,0.6488469601677149,0.9166365212114602,0.8682352943981395,0.7113120035564198
29,0.6443920335429769,0.9246780924827048,0.9623529411764706,0.6910967840867884
30,0.6454402515723271,0.9041343580002055,0.9223529413167169,0.6079557724560009
31,0.6512054507337526,0.8887341664772114,0.9435294119049521,0.6118288636207581
32,0.6433438155136268,0.8967260189776151,0.847058823669658,0.6998175462554482
33,0.6574947589098532,0.8784287845563589,0.9341176470588235,0.5578039421754725
34,0.6585429769392034,0.8752333373143738,0.8470588235294118,0.8040681130745831
35,0.6538259958071279,0.8720976602856219,0.9317647058823529,0.6883750127343571
36,0.6525157232704403,0.8773970346530778,0.8870588238099042,0.6002330273740432
37,0.6632599580712788,0.8620763219877359,0.9294117648461285,0.6282562194151037
38,0.6572327044025157,0.8544099763254449,0.9176470589637756,0.6562953612383674
39,0.6679769392033543,0.8388611052021291,0.8352941182080437,0.8628297903958488
40,0.6666666666666666,0.8406443739587156,0.9294117648461285,0.5961312993835001
41,0.6664046121593291,0.8421858306700828,0.9152941176470588,0.7469875454902649
42,0.6679769392033543,0.8192378454363322,0.9435294117647058,0.6761647138876073
43,0.6755765199161425,0.8160570767440636,0.88,0.8191802939246683
44,0.675314465408805,0.8002949468244797,0.92,0.8238569906178643
45,0.679769392033543,0.7946270493091527,0.7270588239501504,1.077789519814884
46,0.6821278825995807,0.8141304666891038,0.8000000004207387,0.9363385640873628
47,0.679769392033543,0.7983745746392624,0.9058823529411765,0.6092447307530572
48,0.6844863731656184,0.7994024040064222,0.6400000000350615,1.0619190190820134
49,0.6839622641509434,0.8012283102646314,0.8564705885157866,0.8190831743969637
50,0.6837002096436059,0.7793959439175684,0.9129411766108344,0.7086591350331026
51,0.6915618448637316,0.7775366733658988,0.8752941176470588,0.7423638425153845
52,0.6915618448637316,0.779071040623343,0.8235294119049521,0.9809855693929336
53,0.6873689727463312,0.7897581188183911,0.8988235296922572,0.7758689113224254
54,0.6860587002096437,0.7763892812049114,0.9200000001402462,0.6115736003483043
55,0.6873689727463312,0.7706695132785373,0.8705882355746101,0.7902203946955064
56,0.695230607966457,0.7638257459524542,0.9411764705882353,0.5374274283296921
57,0.695230607966457,0.7676006380616994,0.8964705883755404,0.571750684485716
58,0.7020440251572327,0.7450810668353515,0.8588235299727496,0.7904385871045729
59,0.700733752620545,0.7594410549669646,0.8164705885157866,0.8257478071661557
60,0.7033542976939203,0.7532041084716405,0.7717647064433378,0.9679503446466783
61,0.7078092243186582,0.7322573634313587,0.7670588239501505,0.9460085766455707
62,0.7093815513626834,0.7404651554375574,0.9011764708687278,0.6557804037542904
63,0.7114779874213837,0.7149455479855807,0.9294117647058824,0.524632077217102
64,0.7133123689727463,0.7143286371630942,0.5976470588936525,1.2545927558225745
65,0.7175052410901468,0.7160420089147875,0.8000000002804925,0.8075447354597204
66,0.7219601677148847,0.7187602626202741,0.8611764708687277,0.8699495828852934
67,0.7114779874213837,0.7123649180310327,0.8258823532216689,0.7505285526724422
68,0.7261530398322851,0.6984245432247905,0.7741176471289466,0.8289368945009569
69,0.7227463312368972,0.7068070990484465,0.9270588235294117,0.4751545938323526
70,0.7211740041928721,0.6793638426552778,0.8376470592442681,0.7882650887264925
71,0.72458071278826,0.687504948934919,0.8447058824931875,0.8160103772668278
72,0.7227463312368972,0.6943515153051173,0.8611764708687277,0.7433852215374217
73,0.7253668763102725,0.6851817839300608,0.8894117652668673,0.7100874111231635
74,0.7224842767295597,0.6867080055942575,0.8682352943981395,0.6816877234683317
75,0.730083857442348,0.6907346889657794,0.8705882354343639,0.7914789070802576
76,0.7342767295597484,0.6743907518606765,0.8329411767510807,1.0116566795461317
77,0.7285115303983228,0.6629859314024823,0.7835294120451983,0.9672307231846977
78,0.7311320754716981,0.6749445834124863,0.7647058825633105,0.9907954692840576
79,0.7319182389937107,0.6578093775913151,0.8517647060225991,0.9164283471948961
80,0.7368972746331237,0.6716165996197635,0.8682352941176471,0.731600135494681
81,0.7316561844863732,0.6627695175586756,0.7670588235995349,1.1483799965241377
82,0.7374213836477987,0.6582409062225614,0.8305882355746101,0.8125772645894219
83,0.7371593291404612,0.6553254784777979,0.7835294119049521,1.0400373334043167
84,0.7447589098532494,0.6519943320776181,0.7858823530814227,1.107316712070914
85,0.7442348008385744,0.6585015223461127,0.8729411766108345,0.7502548508083119
86,0.7384696016771488,0.6643284661714886,0.9152941176470588,0.620728563561159
87,0.7374213836477987,0.6373360224489896,0.6470588238099042,1.399455582113827
88,0.7392557651991615,0.6461337842281509,0.8305882355746101,0.9151507756289314
89,0.7421383647798742,0.6490759605881553,0.7294117647760054,1.3383022350423477
90,0.7458071278825996,0.6369753367495987,0.7388235299727496,1.1740385622136733
91,0.7374213836477987,0.6323962391547437,0.856470588796279,0.9453102991160225
92,0.7447589098532494,0.6222634326736882,0.8800000004207387,0.7411483959590688
93,0.7497379454926625,0.6254390573101724,0.7858823532216689,1.0575755002919365
94,0.7444968553459119,0.6272515094755081,0.842352941456963,0.8805346752615536
95,0.7437106918238994,0.629898098654717,0.8164705886560328,0.8566344747823827
96,0.7520964360587002,0.6199288814322753,0.8752941182080437,0.7829905655804802
97,0.7507861635220126,0.6148835959174598,0.9011764711492202,0.6677029864928302
98,0.75,0.6154412406670472,0.8964705885157865,0.8012956560359281
99,0.7557651991614256,0.612111821114642,0.9247058823529412,0.5179285325723536
